pincode_extracted,pincode_primary_district,pincode_primary_state,pincode_n_offices,pincode_n_districts,pincode_n_states,pincode_centroid_latitude,pincode_centroid_longitude,pincode_state_norm,pincode_district_norm,pincode_is_ambiguous
110001,NEW DELHI,DELHI,23,1,1,28.60586355652174,77.22020453478261,delhi,newdelhi,False
110002,CENTRAL,DELHI,9,1,1,28.635940744444447,77.23659444444444,delhi,central,False
110003,South East,DELHI,10,3,1,28.595196069999997,77.22838761,delhi,southeast,True
110004,NEW DELHI,DELHI,1,1,1,28.6210833,77.1961389,delhi,newdelhi,False
110005,CENTRAL,DELHI,8,1,1,27.822291675,77.1644999875,delhi,central,False
110006,NORTH,DELHI,8,1,1,28.655368375000002,77.2254975375,delhi,north,False
110007,NORTH,DELHI,9,3,1,28.672449877777776,77.20540073333333,delhi,north,True
110008,WEST,DELHI,5,1,1,28.64764222,77.16675556,delhi,west,False
110009,NORTH,DELHI,7,2,1,28.70462685714286,77.19891265714286,delhi,north,True
110010,NEW DELHI,DELHI,11,1,1,28.305797109090907,77.13125601818182,delhi,newdelhi,False
110011,NEW DELHI,DELHI,2,1,1,28.610986099999998,77.21380554999999,delhi,newdelhi,False
110012,WEST,DELHI,3,1,1,28.6363611,77.16133333333333,delhi,west,False
110013,South East,DELHI,2,2,1,28.589486100000002,77.2464583,delhi,southeast,True
110014,South East,DELHI,4,2,1,28.579201375,77.25380555,delhi,southeast,True
110015,WEST,DELHI,7,1,1,28.657799285714283,77.13125761428572,delhi,west,False
110016,SOUTH,DELHI,6,1,1,28.54522946666667,77.19863314999999,delhi,south,False
110017,SOUTH,DELHI,8,1,1,28.5319738125,77.2146171375,delhi,south,False
110018,WEST,DELHI,13,1,1,28.355084876923076,76.3448887076923,delhi,west,False
110019,South East,DELHI,4,2,1,28.5397292,77.27038892499999,delhi,southeast,True
110020,South East,DELHI,5,2,1,28.54496446,77.2712988,delhi,southeast,True
110021,NEW DELHI,DELHI,6,1,1,28.590708449999997,77.16700603333334,delhi,newdelhi,False
110022,NEW DELHI,DELHI,8,1,1,28.563368275,77.17306765,delhi,newdelhi,False
110023,NEW DELHI,DELHI,5,1,1,28.575422979999995,77.20435182,delhi,newdelhi,False
110024,South East,DELHI,4,2,1,28.563847250000002,77.2340217,delhi,southeast,True
110025,South East,DELHI,5,3,2,28.557827780000004,77.27961668,delhi,southeast,True
110026,WEST,DELHI,4,1,1,28.658085775,77.13170975,delhi,west,False
110027,WEST,DELHI,6,1,1,28.642537283333336,77.11687058333332,delhi,west,False
110028,NEW DELHI,DELHI,2,1,1,28.6313205,77.13688435,delhi,newdelhi,False
110029,SOUTH,DELHI,2,1,1,28.56566975,77.20333794999999,delhi,south,False
110030,SOUTH,DELHI,7,1,1,28.519749985714288,77.18456348571428,delhi,south,False
110031,SHAHDARA,DELHI,6,2,1,28.67030555,77.27543518333333,delhi,shahdara,True
110032,SHAHDARA,DELHI,11,1,1,28.672957054545453,77.29925755454545,delhi,shahdara,False
110033,NORTH,DELHI,6,1,1,28.723717583333336,77.17099998333333,delhi,north,False
110034,NORTH WEST,DELHI,7,1,1,28.695146842857145,77.13748411428571,delhi,northwest,False
110035,NORTH WEST,DELHI,6,1,1,28.682357816666666,77.15975683333333,delhi,northwest,False
110036,NORTH,DELHI,9,1,1,28.79801538888889,77.11978394444444,delhi,north,False
110037,NEW DELHI,DELHI,5,1,1,28.54922924,77.10815958,delhi,newdelhi,False
110038,NEW DELHI,DELHI,2,1,1,28.519028300000002,77.0958042,delhi,newdelhi,False
110039,NORTH,DELHI,11,2,1,28.7996944,77.03805550909091,delhi,north,True
110040,NORTH,DELHI,9,1,1,28.8447176375,77.0855697625,delhi,north,False
110041,WEST,DELHI,11,1,1,28.67179777272727,77.03164165454545,delhi,west,False
110042,NORTH,DELHI,7,2,1,28.741793614285715,77.13669812857142,delhi,north,True
110043,WEST,DELHI,19,1,1,28.649932055555553,74.90123899999999,delhi,west,False
110044,SOUTH,DELHI,9,2,1,28.513362633333333,77.2700699,delhi,south,True
110045,SOUTH WEST,DELHI,4,1,1,25.802918175,77.4386784,delhi,southwest,False
110046,NEW DELHI,DELHI,2,1,1,28.6110556,77.10586115,delhi,newdelhi,False
110047,SOUTH,DELHI,4,1,1,28.4637045,77.13541825,delhi,south,False
110048,South East,DELHI,3,2,1,28.54176853333333,77.2388704,delhi,southeast,True
110049,South East,DELHI,6,2,1,28.559500216666667,77.21791113333333,delhi,southeast,True
110051,EAST,DELHI,4,2,1,28.660648525,77.2913323,delhi,east,True
110052,NORTH,DELHI,4,2,1,28.684708325,77.17673612499999,delhi,north,True
110053,NORTH EAST,DELHI,8,1,1,28.6519131875,77.2544340375,delhi,northeast,False
110054,CENTRAL,DELHI,5,1,1,28.687274660000003,77.22421464,delhi,central,False
110055,CENTRAL,DELHI,5,2,1,28.637909999999998,77.19938336,delhi,central,True
110056,NORTH WEST,DELHI,1,1,1,28.6827222,77.1111111,delhi,northwest,False
110057,NEW DELHI,DELHI,2,1,1,28.56294445,77.15758335,delhi,newdelhi,False
110058,WEST,DELHI,5,1,1,28.624776439999998,77.0886562,delhi,west,False
110059,WEST,DELHI,7,1,1,28.624028550000002,77.18883491666666,delhi,west,False
110060,CENTRAL,DELHI,1,1,1,28.6367222,77.1831111,delhi,central,False
110061,SOUTH WEST,DELHI,2,2,1,28.536425,77.05081,delhi,southwest,True
110062,SOUTH,DELHI,6,1,1,28.518087966666666,77.23858796666667,delhi,south,False
110063,WEST,DELHI,5,1,1,28.66855906,77.11112069999999,delhi,west,False
110064,WEST,DELHI,5,1,1,28.6247232,75.91598538000001,delhi,west,False
110065,South East,DELHI,5,2,1,28.56102578,77.25219842,delhi,southeast,True
110066,NEW DELHI,DELHI,2,1,1,28.5662208,77.18249449999999,delhi,newdelhi,False
110067,NEW DELHI,DELHI,3,1,1,28.548398133333336,77.173,delhi,newdelhi,False
110068,SOUTH,DELHI,2,1,1,28.5012222,77.20030555,delhi,south,False
110069,NEW DELHI,DELHI,1,1,1,28.6225833,77.2127222,delhi,newdelhi,False
110070,NEW DELHI,DELHI,3,1,1,28.522711400000002,77.15606166666667,delhi,newdelhi,False
110071,SOUTH WEST,DELHI,4,1,1,28.552971749999998,77.15156275000001,delhi,southwest,False
110072,SOUTH WEST,DELHI,2,1,1,28.644252350000002,77.45851865,delhi,southwest,False
110073,SOUTH WEST,DELHI,11,1,1,27.099874581818185,80.6810964,delhi,southwest,False
110074,SOUTH,DELHI,8,1,1,28.497718571428575,77.18736685714286,delhi,south,False
110075,SOUTH WEST,DELHI,4,1,1,28.59316105,77.04796715,delhi,southwest,False
110076,SOUTH,DELHI,3,1,1,28.528277766666665,77.3003889,delhi,south,False
110077,SOUTH WEST,DELHI,5,2,1,28.568251120000003,77.06289424,delhi,southwest,True
110078,SOUTH WEST,DELHI,3,1,1,28.613895,77.06544219999999,delhi,southwest,False
110080,SOUTH,DELHI,6,1,1,28.506569733333333,77.24039848333334,delhi,south,False
110081,NORTH WEST,DELHI,11,1,1,28.734916609090906,77.00555550909091,delhi,northwest,False
110082,NORTH,DELHI,4,1,1,28.772166624999997,77.119,delhi,north,False
110083,NORTH WEST,DELHI,4,1,1,28.69819445,77.08843055,delhi,northwest,False
110084,CENTRAL,DELHI,6,2,1,28.753380866666664,77.19836998333334,delhi,central,True
110085,NORTH WEST,DELHI,8,1,1,28.7124186375,77.133018675,delhi,northwest,False
110086,NORTH WEST,DELHI,8,1,1,28.6990493,77.0759965,delhi,northwest,False
110087,WEST,DELHI,3,1,1,28.675387233333336,77.08653523333334,delhi,west,False
110088,NORTH,DELHI,3,1,1,28.703796300000004,77.16324073333332,delhi,north,False
110089,NORTH WEST,DELHI,1,1,1,28.7348056,77.1325,delhi,northwest,False
110090,NORTH EAST,DELHI,6,1,1,28.702127760000003,77.2897222,delhi,northeast,False
110091,EAST,DELHI,7,1,1,28.610152371428573,77.30224524285714,delhi,east,False
110092,EAST,DELHI,9,2,1,28.657012344444443,77.29079936666666,delhi,east,True
110093,NORTH EAST,DELHI,4,1,1,28.697935125,77.3070511,delhi,northeast,False
110094,NORTH EAST,DELHI,3,1,1,28.696148133333335,77.29725,delhi,northeast,False
110095,SHAHDARA,DELHI,8,1,1,28.6803175125,77.317744425,delhi,shahdara,False
110096,EAST,DELHI,4,1,1,28.611331325000002,77.323715725,delhi,east,False
110097,SOUTH WEST,DELHI,1,1,1,28.528884,77.086554,delhi,southwest,False
110099,NORTH WEST,DELHI,1,1,1,28.720596,77.080909,delhi,northwest,False
110102,NEW DELHI,DELHI,1,1,1,28.6314278,77.205714,delhi,newdelhi,False
110106,NORTH,DELHI,1,1,1,28.662289,77.235553,delhi,north,False
110110,NORTH WEST,DELHI,1,1,1,28.71575,77.11,delhi,northwest,False
110119,South East,DELHI,1,1,1,28.542802,77.257506,delhi,southeast,False
110124,SOUTH,DELHI,1,1,1,28.567906,77.241397,delhi,south,False
110151,SHAHDARA,DELHI,1,1,1,28.645733,77.2997737,delhi,shahdara,False
110195,SHAHDARA,DELHI,1,1,1,28.673961,77.319696,delhi,shahdara,False
121001,FARIDABAD,HARYANA,8,1,1,28.3323298625,77.4553402625,haryana,faridabad,False
121002,FARIDABAD,HARYANA,6,1,1,28.45596371666667,77.32843283333334,haryana,faridabad,False
121003,FARIDABAD,HARYANA,5,1,1,28.42584058,77.31362486,haryana,faridabad,False
121004,FARIDABAD,HARYANA,23,3,2,27.972583190909088,77.87234106818181,haryana,faridabad,True
121005,FARIDABAD,HARYANA,2,1,1,28.38069445,77.2943889,haryana,faridabad,False
121006,FARIDABAD,HARYANA,4,1,1,28.371881000000002,77.32084259999999,haryana,faridabad,False
121007,FARIDABAD,HARYANA,3,1,1,28.38731953333333,77.32235659999999,haryana,faridabad,False
121008,FARIDABAD,HARYANA,1,1,1,28.3917778,77.3021389,haryana,faridabad,False
121009,FARIDABAD,HARYANA,1,1,1,28.4881111,77.2945833,haryana,faridabad,False
121010,FARIDABAD,HARYANA,2,1,1,28.51061945,77.6399639,haryana,faridabad,False
121012,FARIDABAD,HARYANA,1,1,1,28.3917778,77.3021389,haryana,faridabad,False
121013,FARIDABAD,HARYANA,1,1,1,28.3917778,77.3021389,haryana,faridabad,False
121014,FARIDABAD,HARYANA,1,1,1,28.4726,77.4848,haryana,faridabad,False
121015,FARIDABAD,HARYANA,1,1,1,28.3453,77.29649999999998,haryana,faridabad,False
121101,FARIDABAD,HARYANA,9,1,1,27.120631155555557,81.51445754444444,haryana,faridabad,False
121102,PALWAL,HARYANA,25,2,1,27.582586228,77.887630748,haryana,palwal,True
121103,PALWAL,HARYANA,12,1,1,30.556578408333333,72.665946025,haryana,palwal,False
121105,PALWAL,HARYANA,10,1,1,27.9583466,72.47432581000001,haryana,palwal,False
121106,PALWAL,HARYANA,9,1,1,28.53654271111111,76.89912506666667,haryana,palwal,False
121107,PALWAL,HARYANA,7,1,1,27.412367885714282,76.83257038571428,haryana,palwal,False
121999,,,1,1,1,28.3917778,77.3021389,,,False
122001,GURUGRAM,HARYANA,12,1,1,28.4598702,77.02498101666667,haryana,gurgaon,False
122002,GURUGRAM,HARYANA,1,1,1,28.466093,77.1058349,haryana,gurgaon,False
122003,GURUGRAM,HARYANA,4,1,1,28.450375525000002,77.063121725,haryana,gurgaon,False
122004,GURUGRAM,HARYANA,7,2,2,28.41770277142857,76.99645687142858,haryana,gurgaon,True
122005,GURUGRAM,HARYANA,1,1,1,28.5056111,77.0710556,haryana,gurgaon,False
122006,GURUGRAM,HARYANA,5,1,1,28.47441682,77.02846378000001,haryana,gurgaon,False
122007,GURUGRAM,HARYANA,1,1,1,28.462,77.0316389,haryana,gurgaon,False
122008,GURUGRAM,HARYANA,1,1,1,28.462,77.0316389,haryana,gurgaon,False
122009,GURUGRAM,HARYANA,1,1,1,28.3408889,76.7561944,haryana,gurgaon,False
122010,GURUGRAM,HARYANA,1,1,1,28.466093,77.1058349,haryana,gurgaon,False
122011,GURUGRAM,HARYANA,1,1,1,28.462,77.0316389,haryana,gurgaon,False
122012,GURUGRAM,HARYANA,1,1,1,28.413887,76.9931945,haryana,gurgaon,False
122015,GURUGRAM,HARYANA,1,1,1,28.4973611,77.0630556,haryana,gurgaon,False
122016,GURUGRAM,HARYANA,1,1,1,28.4965833,77.0852778,haryana,gurgaon,False
122017,GURUGRAM,HARYANA,1,1,1,28.462,77.0316389,haryana,gurgaon,False
122018,GURUGRAM,HARYANA,2,1,1,14.231,38.51581945,haryana,gurgaon,False
122051,GURUGRAM,HARYANA,2,1,1,28.343123499999997,76.9401834,haryana,gurgaon,False
122052,GURUGRAM,HARYANA,1,1,1,28.342,76.9364722,haryana,gurgaon,False
122098,GURUGRAM,HARYANA,1,1,1,28.3913822,77.0511932,haryana,gurgaon,False
122101,GURUGRAM,HARYANA,5,1,1,28.39167242,77.05193790000001,haryana,gurgaon,False
122102,GURUGRAM,HARYANA,7,1,1,28.347121042857143,77.06433475714286,haryana,gurgaon,False
122103,GURUGRAM,HARYANA,12,2,1,28.261108250000003,77.06594581666667,haryana,gurgaon,True
122104,NUH,HARYANA,6,1,1,27.7781944,76.9451944,haryana,nuh,False
122105,NUH,HARYANA,12,1,1,28.3308889,76.7835833,haryana,nuh,False
122107,NUH,HARYANA,10,1,1,28.1020556,76.0044722,haryana,nuh,False
122108,NUH,HARYANA,7,1,1,27.9204,76.984468,haryana,nuh,False
122413,GURUGRAM,HARYANA,7,1,1,29.387631,77.44642899999998,haryana,gurgaon,False
122414,GURUGRAM,HARYANA,6,1,1,28.274485833333333,76.73141231666666,haryana,gurgaon,False
122502,REWARI,HARYANA,12,2,1,28.291429341666667,76.69573051666667,haryana,rewari,True
122503,GURUGRAM,HARYANA,7,1,1,28.326806542857145,76.77723482857142,haryana,gurgaon,False
122504,GURUGRAM,HARYANA,8,1,1,28.4505339625,77.0405621375,haryana,gurgaon,False
122505,GURUGRAM,HARYANA,6,1,1,28.424405366666665,76.91778906666667,haryana,gurgaon,False
122506,GURUGRAM,HARYANA,7,2,2,28.450578266666668,76.86346485,haryana,gurgaon,True
122508,NUH,HARYANA,17,1,1,27.8635,77.2030833,haryana,nuh,False
122998,,,1,1,1,28.4660573344,77.1056478085,,,False
122999,,,1,1,1,28.496716,77.08547,,,False
123001,MAHENDRAGARH,HARYANA,28,1,1,35.20154696071428,76.14973104642857,haryana,mahendragarh,False
123021,MAHENDRAGARH,HARYANA,16,1,1,28.10088243125,76.25362701249999,haryana,mahendragarh,False
123023,MAHENDRAGARH,HARYANA,13,1,1,27.892471607692308,76.11055550769231,haryana,mahendragarh,False
123024,MAHENDRAGARH,HARYANA,11,1,1,28.378713936363635,75.96475403636363,haryana,mahendragarh,False
123027,MAHENDRAGARH,HARYANA,17,1,1,28.33619275882353,76.30647045882354,haryana,mahendragarh,False
123028,MAHENDRAGARH,HARYANA,6,1,1,28.141741483333334,76.12737343333333,haryana,mahendragarh,False
123029,MAHENDRAGARH,HARYANA,19,1,1,28.26003297368421,76.14042199999999,haryana,mahendragarh,False
123031,MAHENDRAGARH,HARYANA,1,1,1,28.271019,76.149389,haryana,mahendragarh,False
123034,MAHENDRAGARH,HARYANA,9,2,2,28.271414844444443,76.22044665555556,haryana,mahendragarh,True
123035,REWARI,HARYANA,5,1,1,28.3561667,76.62175,haryana,rewari,False
123101,REWARI,HARYANA,7,1,1,28.209,76.8841111,haryana,rewari,False
123102,REWARI,HARYANA,8,1,1,28.1501944,76.3992778,haryana,rewari,False
123103,REWARI,HARYANA,6,1,1,28.1728056,76.402,haryana,rewari,False
123106,REWARI,HARYANA,9,1,1,28.2306667,76.80025,haryana,rewari,False
123110,REWARI,HARYANA,1,1,1,28.2335556,77.8032778,haryana,rewari,False
123301,REWARI,HARYANA,3,1,1,28.3571944,76.5355,haryana,rewari,False
123302,REWARI,HARYANA,10,1,1,28.4002222,76.4839167,haryana,rewari,False
123303,REWARI,HARYANA,8,1,1,28.4120556,76.398,haryana,rewari,False
123304,REWARI,HARYANA,9,3,2,28.3452245,76.3671985,haryana,rewari,True
123401,REWARI,HARYANA,29,1,1,28.126416550000002,76.36692095000001,haryana,rewari,False
123411,REWARI,HARYANA,13,1,1,28.2938611,76.3839722,haryana,rewari,False
123412,REWARI,HARYANA,4,1,1,28.2017222,76.5955833,haryana,rewari,False
123501,REWARI,HARYANA,12,1,1,28.0733889,76.5809722,haryana,rewari,False
124001,ROHTAK,HARYANA,15,1,1,28.77042564,76.60092506666666,haryana,rohtak,False
124010,ROHTAK,HARYANA,8,1,1,28.6847522875,76.612093225,haryana,rohtak,False
124021,ROHTAK,HARYANA,9,2,1,28.52760342222222,76.41057467777777,haryana,rohtak,True
124022,ROHTAK,HARYANA,3,1,1,28.7436083,76.6412789,haryana,rohtak,False
124102,JHAJJAR,HARYANA,6,1,1,28.741852366666667,76.88181638333334,haryana,jhajjar,False
124103,JHAJJAR,HARYANA,22,1,1,28.65933225909091,76.63842886363636,haryana,jhajjar,False
124104,JHAJJAR,HARYANA,10,1,1,28.70428508,76.65795523,haryana,jhajjar,False
124105,JHAJJAR,HARYANA,11,1,1,28.599871545454548,76.82058418181818,haryana,jhajjar,False
124106,JHAJJAR,HARYANA,11,1,1,28.691451563636363,76.48004698181819,haryana,jhajjar,False
124107,JHAJJAR,HARYANA,5,1,1,28.696129739999996,76.78590374000001,haryana,jhajjar,False
124108,JHAJJAR,HARYANA,8,1,1,28.7034021125,76.5291163625,haryana,jhajjar,False
124109,JHAJJAR,HARYANA,12,1,1,28.500945966666666,76.5709492,haryana,jhajjar,False
124111,ROHTAK,HARYANA,5,1,1,28.765850420000003,76.49518258,haryana,rohtak,False
124112,ROHTAK,HARYANA,9,1,1,28.752081711111114,76.49201271111112,haryana,rohtak,False
124113,ROHTAK,HARYANA,5,1,1,28.651769660000003,76.62716056,haryana,rohtak,False
124141,JHAJJAR,HARYANA,1,1,1,28.8955833,76.5925278,haryana,jhajjar,False
124142,JHAJJAR,HARYANA,5,1,1,28.53322804,76.38596362,haryana,jhajjar,False
124146,JHAJJAR,HARYANA,8,1,1,28.6457900375,76.7023814625,haryana,jhajjar,False
124201,JHAJJAR,HARYANA,7,2,1,28.69519847142857,76.5519206857143,haryana,jhajjar,True
124202,JHAJJAR,HARYANA,4,2,1,28.6734839,76.5971048,haryana,jhajjar,True
124303,ROHTAK,HARYANA,9,1,1,28.69834067777778,76.52242263333333,haryana,rohtak,False
124401,ROHTAK,HARYANA,10,1,1,28.654443500000003,76.59161417,haryana,rohtak,False
124404,ROHTAK,HARYANA,3,2,1,28.650385,76.85020733333333,haryana,rohtak,True
124406,ROHTAK,HARYANA,5,1,1,28.714778940000002,76.60879058,haryana,rohtak,False
124411,ROHTAK,HARYANA,5,1,1,28.536621560000004,76.37490554,haryana,rohtak,False
124412,ROHTAK,HARYANA,6,2,1,28.659226766666666,76.58324581666666,haryana,rohtak,True
124501,ROHTAK,HARYANA,17,2,1,28.622587941176473,76.72768470588235,haryana,rohtak,True
124504,JHAJJAR,HARYANA,3,1,1,28.669366,76.80139866666667,haryana,jhajjar,False
124505,JHAJJAR,HARYANA,8,1,1,28.696700749999998,76.874014375,haryana,jhajjar,False
124506,JHAJJAR,HARYANA,2,1,1,28.708541500000003,76.902704,haryana,jhajjar,False
124507,JHAJJAR,HARYANA,5,1,1,28.6700218,76.9112348,haryana,jhajjar,False
124508,JHAJJAR,HARYANA,12,1,1,28.645873249999998,76.91545866666667,haryana,jhajjar,False
124513,ROHTAK,HARYANA,1,1,1,29.0100277,76.3781722,haryana,rohtak,False
124514,ROHTAK,HARYANA,14,1,1,28.719984785714285,76.54476642857142,haryana,rohtak,False
124515,ROHTAK,HARYANA,1,1,1,28.55027,77.55425889999998,haryana,rohtak,False
125001,HISAR,HARYANA,10,1,1,29.186522749999998,75.72307161250001,haryana,hisar,False
125004,HISAR,HARYANA,17,1,1,29.379997723529414,75.54444489411765,haryana,hisar,False
125005,HISAR,HARYANA,20,1,1,28.801851866666667,75.7460926,haryana,hisar,False
125006,HISAR,HARYANA,4,1,1,29.1123472,75.6608777,haryana,hisar,False
125007,HISAR,HARYANA,8,1,1,29.1464404625,75.563495925,haryana,hisar,False
125011,HISAR,HARYANA,4,1,1,29.20707445,75.685060925,haryana,hisar,False
125033,HISAR,HARYANA,28,1,1,28.964469625,76.27887651428571,haryana,hisar,False
125037,HISAR,HARYANA,3,1,1,28.9448611,75.82608273333334,haryana,hisar,False
125038,HISAR,HARYANA,6,1,1,29.189575083333335,76.2245833,haryana,hisar,False
125039,HISAR,HARYANA,18,1,1,29.224611099999997,75.97208342777778,haryana,hisar,False
125042,HISAR,HARYANA,10,1,1,29.1086944,75.23510276,haryana,hisar,False
125044,HISAR,HARYANA,6,1,1,29.1288333,75.7844722,haryana,hisar,False
125047,HISAR,HARYANA,13,2,1,29.4165833,75.6266667,haryana,hisar,True
125048,FATEHABAD,HARYANA,5,1,1,29.4165833,75.5486667,haryana,fatehabad,False
125049,HISAR,HARYANA,6,1,1,29.1594444,75.57108611666668,haryana,hisar,False
125050,FATEHABAD,HARYANA,25,2,1,29.514169972,75.45388712,haryana,fatehabad,True
125051,FATEHABAD,HARYANA,35,1,1,29.670280885714284,75.57613484857143,haryana,fatehabad,False
125052,HISAR,HARYANA,23,1,1,28.2817778,75.4726389,haryana,hisar,False
125053,FATEHABAD,HARYANA,14,1,1,29.379856342857146,75.14637195,haryana,fatehabad,False
125054,SIRSA,HARYANA,4,1,1,29.5461389,75.2148333,haryana,sirsa,False
125055,SIRSA,HARYANA,30,1,1,29.5347778,75.0320833,haryana,sirsa,False
125056,SIRSA,HARYANA,1,1,1,29.5347778,75.0320833,haryana,sirsa,False
125058,SIRSA,HARYANA,2,1,1,29.4503056,75.1193333,haryana,sirsa,False
125060,SIRSA,HARYANA,11,1,1,29.5457222,75.1141111,haryana,sirsa,False
125061,HISAR,HARYANA,1,1,1,29.656246,75.421987,haryana,hisar,False
125075,SIRSA,HARYANA,14,1,1,29.5275278,74.7394722,haryana,sirsa,False
125076,SIRSA,HARYANA,6,1,1,29.5235833,74.8406389,haryana,sirsa,False
125077,SIRSA,HARYANA,10,1,1,29.7654167,74.8992778,haryana,sirsa,False
125078,SIRSA,HARYANA,12,1,1,29.6993611,75.0066389,haryana,sirsa,False
125101,SIRSA,HARYANA,3,1,1,29.7802222,74.5243056,haryana,sirsa,False
125102,SIRSA,HARYANA,12,1,1,29.4490833,74.6628611,haryana,sirsa,False
125103,SIRSA,HARYANA,12,1,1,29.78325,74.7477222,haryana,sirsa,False
125104,SIRSA,HARYANA,16,1,1,29.9591389,74.6981111,haryana,sirsa,False
125106,FATEHABAD,HARYANA,13,1,1,29.674555507692308,75.7301111,haryana,fatehabad,False
125110,SIRSA,HARYANA,15,1,1,29.3710278,75.1261389,haryana,sirsa,False
125111,FATEHABAD,HARYANA,12,1,1,29.2100833,75.7090278,haryana,fatehabad,False
125112,HISAR,HARYANA,8,2,1,29.5743333,75.7863055125,haryana,hisar,True
125113,HISAR,HARYANA,14,2,1,29.5065833,76.3382222,haryana,hisar,True
125120,FATEHABAD,HARYANA,17,1,1,29.71743265882353,75.86115676470588,haryana,fatehabad,False
125121,HISAR,HARYANA,23,1,1,29.356023460869565,74.39927857391305,haryana,hisar,False
125133,FATEHABAD,HARYANA,8,1,1,29.7746978875,75.7243541625,haryana,fatehabad,False
125201,SIRSA,HARYANA,17,1,1,29.82675,74.9754167,haryana,sirsa,False
126101,JIND,HARYANA,13,1,1,31.144076923076923,34.30779230769231,haryana,jind,False
126102,JIND,HARYANA,26,1,1,30.922587,43.65829538461538,haryana,jind,False
126110,JIND,HARYANA,6,1,1,29.806185,38.18248333333333,haryana,jind,False
126111,JIND,HARYANA,6,1,1,28.07088333333333,38.361266666666666,haryana,jind,False
126112,JIND,HARYANA,23,1,1,32.83574782608696,33.92795652173913,haryana,jind,False
126113,JIND,HARYANA,13,1,1,29.366587066666668,68.77304813333333,haryana,jind,False
126114,JIND,HARYANA,9,1,1,29.547969066666667,76.14181475555557,haryana,jind,False
126115,JIND,HARYANA,16,1,1,28.33689375,34.115081249999996,haryana,jind,False
126116,JIND,HARYANA,31,1,1,25.90108518,31.781994440000002,haryana,jind,False
126125,JIND,HARYANA,12,1,1,30.682416666666665,34.8677,haryana,jind,False
126152,JIND,HARYANA,8,1,1,38.382933275,79.08878745,haryana,jind,False
127021,BHIWANI,HARYANA,8,1,1,28.7752,75.9928,haryana,bhiwani,False
127022,CHARKI DADRI,HARYANA,5,1,1,28.461400000000005,76.2609,haryana,charkidadri,False
127025,CHARKI DADRI,HARYANA,3,1,1,28.7784,76.3418,haryana,charkidadri,False
127026,CHARKI DADRI,HARYANA,11,1,1,28.605146363636365,76.14416818181819,haryana,charkidadri,False
127027,BHIWANI,HARYANA,3,1,1,28.8837,76.2392,haryana,bhiwani,False
127028,BHIWANI,HARYANA,10,1,1,28.6296,75.6179,haryana,bhiwani,False
127029,BHIWANI,HARYANA,9,1,1,28.6995,75.8708,haryana,bhiwani,False
127030,BHIWANI,HARYANA,9,1,1,28.6358,75.9434,haryana,bhiwani,False
127031,BHIWANI,HARYANA,8,1,1,28.862,76.1407,haryana,bhiwani,False
127032,BHIWANI,HARYANA,9,1,1,28.9449,76.1258,haryana,bhiwani,False
127035,BHIWANI,HARYANA,6,1,1,28.9639,75.9565,haryana,bhiwani,False
127040,BHIWANI,HARYANA,12,1,1,28.8725,75.9144,haryana,bhiwani,False
127041,BHIWANI,HARYANA,6,1,1,28.9734,76.1958,haryana,bhiwani,False
127042,CHARKI DADRI,HARYANA,5,1,1,28.7129,76.2911,haryana,charkidadri,False
127043,BHIWANI,HARYANA,9,1,1,28.721800000000005,75.7664,haryana,bhiwani,False
127045,BHIWANI,HARYANA,1,1,1,28.9648,75.6063,haryana,bhiwani,False
127046,BHIWANI,HARYANA,14,1,1,28.90917292857143,75.61586707142858,haryana,bhiwani,False
127111,BHIWANI,HARYANA,7,1,1,28.8199,76.0653,haryana,bhiwani,False
127114,BHIWANI,HARYANA,3,1,1,28.828,76.3087,haryana,bhiwani,False
127201,BHIWANI,HARYANA,20,1,1,28.4267,75.804,haryana,bhiwani,False
127306,CHARKI DADRI,HARYANA,16,1,1,28.5921,76.2653,haryana,charkidadri,False
127307,CHARKI DADRI,HARYANA,7,1,1,28.6745,76.37070000000001,haryana,charkidadri,False
127308,CHARKI DADRI,HARYANA,12,1,1,28.509066666666666,75.95958333333334,haryana,charkidadri,False
127309,BHIWANI,HARYANA,7,1,1,28.7084,76.22,haryana,bhiwani,False
127310,CHARKI DADRI,HARYANA,10,1,1,28.5216,76.1508,haryana,charkidadri,False
127311,BHIWANI,HARYANA,8,1,1,28.7158,76.1414,haryana,bhiwani,False
127312,CHARKI DADRI,HARYANA,8,1,1,28.5074,76.0695,haryana,charkidadri,False
131001,SONIPAT,HARYANA,26,1,1,28.998441242307692,74.30884615384615,haryana,sonipat,False
131021,SONIPAT,HARYANA,6,1,1,28.962379166666665,77.08549768333333,haryana,sonipat,False
131022,SONIPAT,HARYANA,3,1,1,23.76423146666667,80.14599073333333,haryana,sonipat,False
131023,SONIPAT,HARYANA,5,1,1,29.14685,76.86242777999999,haryana,sonipat,False
131024,SONIPAT,HARYANA,6,1,1,29.137171300000002,76.83416203333333,haryana,sonipat,False
131027,SONIPAT,HARYANA,4,1,1,29.0327361,77.074854175,haryana,sonipat,False
131028,SONIPAT,HARYANA,4,1,1,29.003847225,76.964145825,haryana,sonipat,False
131029,SONIPAT,HARYANA,5,1,1,28.969072219999997,77.10071665999999,haryana,sonipat,False
131030,SONIPAT,HARYANA,1,1,1,28.4391,77.3009,haryana,sonipat,False
131039,SONIPAT,HARYANA,6,1,1,29.0795787,77.0445926,haryana,sonipat,False
