row_index,doctors_pred
21,19.541195052747153
27,10.851754996934961
30,21.548143448442463
36,10.201507036597363
49,17.581515387978175
51,20.413521951317367
105,26.621436653161513
106,47.978932442403455
116,6.132127112838168
117,7.285116101894099
129,43.77308197359947
131,32.50804430055764
133,103.44538411199868
135,62.35917130414925
141,11.73108494370122
142,13.710291546081216
147,7.24361213123813
157,16.44787033637923
163,5.941850798569147
181,16.77007247029621
208,13.273077496561537
209,7.422462986721046
212,32.2751418468856
224,5.316036955358242
235,13.165901312130906
241,10.406621927834571
244,16.485569792206153
253,6.425929410264744
268,8.765265295596405
276,13.655555531969057
277,28.292047246221905
281,32.13819249873919
301,23.474445946681204
303,44.319391553251386
311,4.214595156400489
312,68.52350119237526
317,29.719493887723168
320,5.034310990579649
327,12.799673912880762
328,9.804534402125356
337,16.358718531445856
354,16.071103130761276
356,4.170991013917189
363,15.197396695818592
372,18.548940751030713
373,10.929910521238869
379,2.969373181236721
381,6.947584827148211
383,4.598773666592626
385,18.10217501181493
387,22.30438062262007
395,35.975864245727216
403,43.80710184047525
414,6.046211433078903
421,8.537204493704008
425,28.401761958569587
444,8.737336857888954
446,15.792495911773937
451,112.17667056599902
452,3.1441212489479597
458,14.674678600138526
460,10.28194257101075
473,10.794059217980362
483,8.121439697953562
484,11.819097976179945
487,26.430090052685724
488,16.71249473828388
490,3.5021467573414666
494,18.896020123871423
503,24.230702076507235
506,18.360173800653843
516,60.90795992202526
518,26.480077970526732
520,70.45566767064783
521,79.29727950030899
526,24.614441242153568
528,8.91579100179601
535,32.20210014829623
540,3.8249059441457227
541,10.897592731433395
544,11.61857621514771
563,23.743333503750346
571,49.47629906461689
573,11.072396468774224
579,13.99179203921548
582,11.707622854328514
583,18.593363936227746
585,12.810350249691057
588,4.228150434696876
590,13.00136492288387
591,7.426354835169463
592,1.4841097911387977
593,7.088214707303371
596,64.17751676949413
599,12.023457967410833
600,13.35473775313672
606,14.752313710482545
610,11.654781067523047
611,5.5048374813321095
616,4.573170256615689
620,4.234620410396111
621,10.995028957616311
622,12.070701237918223
625,18.902312922396426
626,4.666231271686612
627,40.613298218856514
633,6.311062586666277
634,47.015218270968
637,6.384135884000717
638,9.959078150459739
639,6.847709997230562
643,1.3473906394403177
644,8.461918939197597
647,1.961668408817619
648,4.037157577073511
656,3.694127804191166
657,7.837444076483327
661,30.946604784053704
663,10.531034004919357
665,6.292878587782937
667,8.343550590709292
671,3.274911035263006
673,3.636077899914472
677,6.424792624783446
679,10.508152231946003
680,14.734658491533912
682,9.233735399316638
689,3.427221347980974
692,4.702701830151077
698,4.985256543440507
699,35.45257293750392
708,9.093226372637819
714,20.49046528334848
718,2.300969449113547
720,8.637412712451006
723,3.057803596317884
727,6.586152167822812
736,38.4409300391094
738,3.548304792156444
739,47.6254185182738
743,7.280182565448923
747,14.986856797932555
748,23.600371181824215
751,25.880994750407755
753,6.227553341613889
764,9.974773600185747
765,23.411099288953825
769,8.9244354939746
775,22.328660591947788
781,7.512931664550143
786,27.127469126816123
794,8.30973554085102
795,4.049105394402636
800,5.433727104875356
801,8.726730402072254
805,8.260990254972087
808,31.687501611473078
809,38.93756499342834
811,10.791138403966167
821,2.1269022172751613
823,10.531667706819453
826,8.134879374109943
830,26.573590217742037
833,6.787123306772651
834,8.020606814493043
836,1.9348063102756001
839,4.263625183050085
843,41.12407688938947
846,7.931494420662052
849,11.316963558350123
855,49.40061794655728
865,23.509350511013132
867,26.172276201203804
870,11.91053085294217
872,5.866830827511513
873,12.132192193235122
874,10.78797017364627
879,4.6922345239246015
881,18.30117365090141
885,3.2238189546357856
887,9.214524200494404
890,6.920259523479225
892,10.443754934528986
896,12.967831693523166
897,2.7178237657683226
899,20.071642853418105
902,2.4136296546647116
903,22.04397768918687
904,6.107543053979229
907,21.174980284547065
909,6.845460422317742
911,8.834976617375576
913,4.556039783915917
914,14.454761937158938
921,35.63387265885091
926,9.726747004168967
928,7.67027552361758
930,9.30570869943121
933,31.281188460008973
934,2.662923438335159
937,26.074962146023946
939,6.962781708155708
944,52.23950491006768
946,7.452955162688912
951,14.358351364083545
955,38.458201581954114
960,18.28272121437844
963,5.529904761728807
966,19.396637910013137
967,5.98057408352219
970,5.617082206023117
974,4.2409692579746565
975,12.21937663727268
977,10.635388610114811
981,15.103163820385868
985,5.972489676942851
988,10.418181120865716
989,4.392852274123584
991,8.991929309623961
992,7.990657829062893
999,5.827026693489123
1000,5.1607808673269595
1001,18.994013270409273
1012,25.053641106591456
1013,11.21303903340776
1017,10.71686273473128
1019,6.830034588289104
1022,2.699674465285314
1025,17.56089850643393
1026,17.616869972011816
1028,6.816334227326996
1029,3.884431432126813
1032,16.46460460766276
1034,10.08124772036656
1036,2.594085482118228
1037,2.5092870565977896
1040,6.6993027152687965
1042,3.294372310531182
1046,7.907992263493943
1051,2.4347189932254536
1053,17.672030635287555
1057,7.207164491367945
1058,3.924423272542688
1061,3.1180253778029097
1063,26.32906885572589
1066,20.635237412095815
1067,4.9910906622103175
1069,15.614998344695742
1070,9.818094708505978
1071,3.195638409193492
1072,9.358684358355802
1075,20.396427959614364
1077,14.76913920450603
1078,4.241266978091091
1083,4.604274874434258
1089,10.998697305191008
1091,5.028343334481015
1092,9.118382146796622
1093,5.618740931105147
1094,25.346215584410988
1095,2.530355026519596
1099,6.102392753651124
1101,8.34304624011264
1104,17.49033121190037
1107,13.400580015194997
1111,4.039503516237476
1114,12.01452607586827
1115,5.6516366277592445
1116,15.145771122463676
1118,4.979204014880995
1119,3.9661682643604927
1120,8.422883709844553
1124,8.462315795762288
1128,10.107681768734922
1133,5.355799981072457
1136,14.149479063298283
1143,5.91415834531091
1151,9.671110003176523
